city ,latitude,longitude,sexo,amount_loss,time,year
Cidade Líder,-23.554303,-46.4787204,1,100,30:00.0,2010
Vila Mariana,-23.5793521,-46.6467997,0,1200,00:00.0,2010
Vila Andrade,-23.628872,-46.7441715,1,0,00:00.0,2010
Vila Mariana,-23.5895716,-46.6352596,1,300,00:00.0,2010
Consolação,-23.55885125,-46.65950653,0,3.5,40:00.0,2010
Lapa,-23.52701689,-46.72008369,1,35,46:00.0,2010
Consolação,-23.5479087,-46.648148,1,1500,00:00.0,2010
Vila Ester (Zona Norte),-23.49422323,-46.64897382,1,1500,00:00.0,2010
Santa Cecilia,-23.5346067,-46.6557429,1,3.5,00:00.0,2010
Bela Vista,-23.5636205,-46.6434461,1,3000,15:00.0,2010
Jardim Celeste,-23.5979979,-46.7541981,1,0,30:00.0,2010
Mooca,-23.5661843,-46.6031527,0,0,00:00.0,2010
Parque do Morumbi,-23.626992,-46.7270936,1,4500,15:00.0,2010
Parque Tamari,-23.8303376,-46.7304057,1,0,00:00.0,2010
Saúde,-23.6215258,-46.6204925,0,0,00:00.0,2010
Saúde,-23.6218567,-46.636287,0,30,22:00.0,2010
Jabaquara,-23.6363041,-46.6389105,0,1000,00:00.0,2010
Saúde,-23.62668884,-46.62959806,0,0,40:00.0,2010
Jardim Leonor Mendes de Barros,-23.46077911,-46.60841949,1,8000,30:00.0,2010
Vila Elze,-23.60795402,-46.52806923,0,0,42:00.0,2010
São Mateus,-23.59583892,-46.48428804,1,200,33:00.0,2010
Sé,-23.5571501,-46.6288616,1,2500,00:00.0,2010
Engenheiro Goulart,-23.4993563,-46.5170774,0,0,00:00.0,2010
Cidade Monções,-23.6062888,-46.6844703,1,3000,30:00.0,2010
Bela Vista,-23.5509874,-46.644788,0,0,30:00.0,2010
Liberdade,-23.556667,-46.6296339,0,0,00:00.0,2010
São Paulo,-23.5486895,-46.6507148,1,2000,30:00.0,2010
Chacara Santa Maria,-23.691606,-46.798075,1,20000,45:00.0,2010
Parque Maria Luiza,-23.5577494,-46.51812,0,0,45:00.0,2010
Jaçanã,-23.463858,-46.5793581,0,25,25:00.0,2010
Centro,-23.5310398,-46.7838194,1,0,30:00.0,2010
Bela Vista,-23.5587023,-46.6421434,0,0,00:00.0,2010
Butantã,-23.5687241,-46.738976,1,2000,00:00.0,2010
São Paulo,-23.5865523,-46.6594485,1,1500,15:00.0,2010
Consolação,-23.5476836,-46.6487915,0,0,01:00.0,2010
Jardim do Tiro,-23.4726035,-46.6890326,0,900,00:00.0,2010
República,-23.5481516,-46.6503022,0,300,27:00.0,2010
Alto de Pinheiros,-23.5436705,-46.7256037,1,5000,30:00.0,2010
Vila Mariana,-23.5863227,-46.6436033,1,1300,16:00.0,2010
Avenida Professor Lúcio Martins Rodrigues,-23.5575293,-46.7267094,1,1700,45:00.0,2010
"Brás",-23.5384191,-46.6019338,0,400,00:00.0,2010
Vila Prudente,-23.5817898,-46.5834102,0,15,00:00.0,2010
"Jardim Shangrilá (Zona Sul)",-23.7611353,-46.6616168,1,45000,00:00.0,2010
Avenida Professor Luciano Gualberto,-23.5604034,-46.7275193,0,2000,30:00.0,2010
São Paulo,-23.5521173,-46.6784213,1,180,30:00.0,2010
São Paulo,-23.5954255,-46.6985604,1,4000,00:00.0,2010
Avenida Professor Lúcio Martins Rodrigues,-23.5588382,-46.7274471,1,3500,30:00.0,2010
Morumbi,-23.6155664,-46.7132714,0,600,00:00.0,2010
Parque Guarani,-23.5185777,-46.4631852,1,500,30:00.0,2010
Jardim Danfer,-23.5024866,-46.5039557,0,100,30:00.0,2010
Cidade Dutra,-23.7147058,-46.7004275,1,30000,00:00.0,2010
Avenida Professor Lúcio Martins Rodrigues,-23.5588382,-46.7274471,1,1500,30:00.0,2010
Bela Vista,-23.5639391,-46.6438712,0,1200,00:00.0,2010
Itaquera,-23.5559523,-46.4487553,1,14000,30:00.0,2010
Avenida Professor Lúcio Martins Rodrigues,-23.5575293,-46.7267094,0,900,00:00.0,2010
Vila Antonieta,-23.5670309,-46.5124554,0,500,45:00.0,2010
Vila Cordeiro,-23.6203036,-46.6894965,0,700,00:00.0,2010
Vila Andrade,-23.6280362,-46.7373869,1,5000,15:00.0,2010
Cidade Vargas,-23.6454108,-46.6375353,1,1500,00:00.0,2010
Vila Caraguata,-23.6467742,-46.6059424,1,100,30:00.0,2010
Vila Pirajussara,-23.5701985,-46.712914,1,3000,30:00.0,2010
Itaquera,-23.5791814,-46.481943,1,11500,00:00.0,2010
Água Branca,-23.5201745,-46.6884402,1,500,00:00.0,2010
Moema,-23.5923878,-46.6680392,1,400,00:00.0,2010
Jardim Jussara,-23.6718027,-46.7435788,1,9000,30:00.0,2010
Vila Buarque,-23.5446875,-46.647933,1,700,03:00.0,2010
São Paulo,-23.6023139,-46.6024355,1,0,00:00.0,2010
Vila Lageado,-23.5628019,-46.7466794,0,600,15:00.0,2010
Balneario Mar Paulista,-23.6973595,-46.6589702,1,1800,30:00.0,2010
Vila Mariana,-23.5805016,-46.637217,1,1400,15:00.0,2010
Jardim Líbano,-23.4881809,-46.7307411,1,799,30:00.0,2010
Butantã,-23.5822234,-46.7458391,1,500,00:00.0,2010
Jardim Santa Adélia,-23.6153843,-46.4770825,1,300,45:00.0,2010
Capão Redondo,-23.6569233,-46.7571493,1,15,45:00.0,2010
Jardim Paulista,-23.5752156,-46.6570267,0,2000,00:00.0,2010
Limão,-23.4796732,-46.6735049,1,1000,45:00.0,2010
São Paulo,-23.6056653,-46.5223217,1,10500,00:00.0,2010
Vila Moraes,-23.6243838,-46.6084861,0,2200,30:00.0,2010
Vila Mariana,-23.5935114,-46.6405612,0,900,45:00.0,2010
Santa Teresinha,-23.4879663,-46.6418522,0,650,15:00.0,2010
Pinheiros,-23.5600884,-46.671494,0,1000,45:00.0,2010
Santana,-23.5096876,-46.624706,1,1600,30:00.0,2010
Santa Teresinha,-23.488129,-46.6404183,0,650,15:00.0,2010
Vila Re,-23.5327639,-46.4946183,1,1000,15:00.0,2010
São Paulo,-23.5553909,-46.6627129,1,50,30:00.0,2010
Jardim da Glória,-23.5789355,-46.6236516,1,1500,45:00.0,2010
Pinheiros,-23.5677463,-46.6841944,0,1700,30:00.0,2010
Centro,-23.543633,-46.6325106,1,1000,00:00.0,2010
Parque da Mooca,-23.5841014,-46.5969896,0,0,00:00.0,2010
Butantã,-23.5684962,-46.7403749,0,50,00:00.0,2010
Tucuruvi,-23.4796478,-46.6076253,1,1,00:00.0,2010
Cidade Antonio Estevão de Carvalho,-23.534168,-46.4671668,1,0,00:00.0,2010
Vila Portuguesa,-23.4792244,-46.6955717,1,600,45:00.0,2010
Santo Amaro,-23.6334455,-46.6900698,0,1200,45:00.0,2010
Centro,-23.5536121,-46.6358081,0,700,00:00.0,2010
Vila Buarque,-23.5444306,-46.6519751,1,600,30:00.0,2010
Barra Funda,-23.5273772,-46.6722215,0,1000,30:00.0,2010
Parque Boturussu,-23.5065033,-46.4917656,0,20,00:00.0,2010
São Paulo,-23.589339,-46.6518759,0,500,00:00.0,2010
República,-23.5422822,-46.6448506,1,900,00:00.0,2010
Penha de Franca,-23.5198824,-46.5139267,0,800,00:00.0,2010
Vila Mariana,-23.5822771,-46.6528849,1,1250,00:00.0,2010
Jardim Dabril,-23.5756248,-46.7796568,1,12000,00:00.0,2010
Parque da Mooca,-23.5743005,-46.5876557,1,800,00:00.0,2010
"Chácara Santo Antonio (Zona Sul)",-23.6277056,-46.7041177,1,0,30:00.0,2010
"Chácara Santo Antônio (Zona Leste)",-23.547252,-46.5553696,1,800,00:00.0,2010
Santo Amaro,-23.6471442,-46.7185943,1,1500,30:00.0,2010
São Miguel Paulista,-23.4937708,-46.4463722,1,25000,00:00.0,2010
São Paulo,-23.5480268,-46.6028806,1,1502,00:00.0,2010
Itaquera,-23.5247515,-46.4466424,1,1500,45:00.0,2010
São Miguel,-23.496416,-46.445171,1,500,30:00.0,2010
São Paulo,-23.5765495,-46.6299332,1,0,00:00.0,2010
Saúde,-23.6200751,-46.6070625,1,5000,00:00.0,2010
Jabaquara,-23.6420948,-46.6316056,1,3000,30:00.0,2010
Parque Ibirapuera,-23.5869807,-46.6524899,0,2000,00:00.0,2010
Santa Cecília,-23.5353029,-46.6538459,1,3500,00:00.0,2010
Campos Elíseos,-23.5352033,-46.6461212,1,1500,00:00.0,2010
Jardim Laura,-23.5119237,-46.3790754,1,150,00:00.0,2010
Jardim Esmeralda,-23.5745011,-46.7394749,1,600,00:00.0,2010
Santo Amaro,-23.6296662,-46.6679565,1,6000,00:00.0,2010
Itaim Bibi,-23.583371,-46.6745547,1,500,00:00.0,2010
Jardim Dabril,-23.5721216,-46.7777219,1,500,00:00.0,2010
Jabaquara,-23.6344653,-46.6458304,1,2000,00:00.0,2010
Imirim,-23.4961189,-46.6433765,1,400,00:00.0,2010
São Paulo,-23.518778,-46.700804,1,2800,30:00.0,2010
Ferreira,-23.5961056,-46.7396347,1,1200,00:00.0,2010
Vila Butanta,-23.5676926,-46.7447789,0,50,30:00.0,2010
Jardim Germânia,-23.6590917,-46.7617174,1,30,00:00.0,2010
Vila Re,-23.5274366,-46.5004243,0,350,30:00.0,2010
Paraíso,-23.5786109,-46.6530693,1,800,45:00.0,2010
Artur Alvim,-23.5344779,-46.4738619,1,2500,00:00.0,2010
Vila São Luís,-23.5716361,-46.7428612,1,1,30:00.0,2010
São Paulo,-23.6035256,-46.6020793,0,2000,00:00.0,2010
Indianópolis,-23.6011753,-46.6697486,1,1500,00:00.0,2010
Luz,-23.5296282,-46.6314426,1,700,00:00.0,2010
Vila Andrade,-23.6322458,-46.72194009,1,3,30:00.0,2010
Vila Andrade,-23.63223143,-46.72189567,0,1,31:00.0,2010
Pinheiros,-23.553197,-46.6755822,1,700,00:00.0,2010
Vila Clementino,-23.6033863,-46.6490152,1,45000,30:00.0,2010
Alto da Lapa,-23.5338478,-46.7138738,1,140,15:00.0,2010
Campo Grande,-23.6803268,-46.6793727,0,1011,00:00.0,2010
Sacomã,-23.6129626,-46.59605333,1,0,40:00.0,2010
Indianópolis,-23.6096688,-46.6628254,1,0,00:00.0,2010
Pirajussara,-23.6350318,-46.773894,1,1.5,30:00.0,2010
Pinheiros,-23.559767,-46.6847693,1,3000,15:00.0,2010
Consolação,-23.5557044,-46.663857,1,5,00:00.0,2010
São Bernardo do Campo,-23.6594846,-46.6148836,1,800,30:00.0,2010
Cidade São Francisco,-23.5556253,-46.753532,0,1700,00:00.0,2010
Rua Cotoxó,-23.5346199,-46.686575,1,8000,45:00.0,2010
Cerqueira César,-23.5655957,-46.6575171,0,0,00:00.0,2010
Vila Nelson,-23.4679244,-46.5886425,1,3.5,00:00.0,2010
Pinheiros,-23.5662891,-46.7030742,1,4,45:00.0,2010
Jabaquara,-23.6519372,-46.6680104,1,1500,00:00.0,2010
Vila Andrade,-23.63433033,-46.73911277,0,60,00:00.0,2010
Bosque da Saúde,-23.6108695,-46.6299262,0,2000,00:00.0,2010
Jardim Bonfiglioli,-23.5808299,-46.7347271,1,0,00:00.0,2010
Vila Sao Luis(Zona Oeste),-23.5702969,-46.7411777,1,25000,30:00.0,2010
República,-23.5463279,-46.642948,1,1600,00:00.0,2010
Vila Vermelha,-23.6293643,-46.5985616,1,0,30:00.0,2010
Vila Buarque,-23.5445645,-46.6490931,1,0,00:00.0,2010
Cidade Nova São Miguel,-23.5102983,-46.4372715,1,7.5,00:00.0,2010
Saúde,-23.6131752,-46.6548793,0,4,05:00.0,2010
Vila Talarico,-23.5458836,-46.5096804,0,400,45:00.0,2010
Jardim das Laranjeiras,-23.5135975,-46.669553,1,1000,00:00.0,2010
Jaguare,-23.53784122,-46.74373996,1,7500,20:00.0,2010
Parque Paineiras,-23.5379951,-46.4829345,0,450,30:00.0,2010
Jardim Três Marias,-23.60823359,-46.4732898,1,550,21:00.0,2010
Paraíso,-23.5765688,-46.6457894,1,0,30:00.0,2010
Jardim Ataliba Leonel,-23.4449479,-46.5873268,1,1000,45:00.0,2010
Vila Humaita,-23.6772209,-46.501857,1,0,15:00.0,2010
Centro,-23.5465793,-46.6379552,1,1000,00:00.0,2010
Jardim do Lago,-23.579301,-46.7765019,0,900,00:00.0,2010
Vila Prel,-23.6434406,-46.7650546,1,1000,45:00.0,2010
Jardim Santo Andre,-23.63165604,-46.44092694,1,2000,01:00.0,2010
Jardim Oriental,-23.64409944,-46.65127985,0,400,25:00.0,2010
Vila Carolina,-23.5025817,-46.4453428,0,900,30:00.0,2010
Jardim Sao Pedro,-23.54513576,-46.42552033,0,600,06:00.0,2010
Jardim Arpoador,-23.5849586,-46.7455857,0,0,30:00.0,2010
Boqueirão,-23.9621441,-46.3238186,0,10,00:00.0,2010
Capão Redondo,-23.67203556,-46.78918764,0,6500,05:00.0,2010
Pinheiros,-23.5528878,-46.6771968,1,4.2,00:00.0,2010
Parque Rizzo,-23.5870139,-46.9230811,1,0,00:00.0,2010
Jardim Sapopemba,-23.6096262,-46.4895683,1,80,15:00.0,2010
Vila Mariana,-23.59202821,-46.64831802,1,2000,15:00.0,2010
Jardim Guaruja,-23.6905962,-46.7922589,1,1300,00:00.0,2010
Jardim Japao,-23.4970984,-46.5762752,0,100,30:00.0,2010
Morumbi,-23.6050078,-46.722501,1,4,30:00.0,2010
Bela Vista,-23.5501903,-46.6429464,1,0,00:00.0,2010
Morumbi,-23.6093198,-46.7265006,0,2000,00:00.0,2010
Vila Nova York,-23.57954545,-46.50348645,1,600,00:00.0,2010
Umuarama,-23.5546002,-46.7803874,1,14500,00:00.0,2010
Vila Andrade,-23.6384785,-46.7273494,1,500,30:00.0,2010
Campos Elíseos,-23.5340827,-46.6509253,1,900,15:00.0,2010
Vila Antonieta,-23.5709203,-46.5156134,0,0,00:00.0,2010
Jardim Oriental,-23.6406814,-46.6505606,1,800,30:00.0,2010
Centro,-23.5396483,-46.6341367,1,2232,13:00.0,2010
Vila Minerva,-23.53955916,-46.41263098,0,800,01:00.0,2010
Jabaquara,-23.63477144,-46.63670224,0,2,15:00.0,2010
Jardim D'abril,-23.5706371,-46.7803687,0,1,45:00.0,2010
Guaianazes,-23.53888262,-46.41066492,0,0,00:00.0,2010
Parque Jabaquara,-23.6376917,-46.6514379,0,800,00:00.0,2010
Pinheiros,-23.5518044,-46.6917214,0,5000,01:00.0,2010
Lapa,-23.5238631,-46.6873084,1,9999,15:00.0,2010
Morumbi,-23.6136355,-46.7154898,0,1,01:00.0,2010
Cidade São Mateus,-23.6115894,-46.480229,0,5000,10:00.0,2010
Sapopemba,-23.5989049,-46.5171293,1,50,15:00.0,2010
Itaim Bibi,-23.5881736,-46.6768123,1,5000,01:00.0,2010
Santana,-23.5075343,-46.6170336,0,400,01:00.0,2010
Rio Pequeno,-23.5718017,-46.7436795,1,0,46:00.0,2010
Vila Mariana,-23.5852801,-46.6396167,1,40,08:00.0,2010
Jaguaré,-23.5476124,-46.7362883,1,150,00:00.0,2010
Pinheiros,-23.5582262,-46.6871993,0,300,30:00.0,2010
Vila Mariana,-23.5928562,-46.6376473,1,700,50:00.0,2010
Vila Leopoldina,-23.5437893,-46.7344988,0,70,01:00.0,2010
Ipiranga,-23.606864,-46.5932669,1,700,00:00.0,2010
Moema,-23.6087416,-46.6690188,0,4500,11:00.0,2010
Butantã,-23.574139,-46.7305559,1,30,00:00.0,2010
Penha,-23.5159875,-46.5205597,1,700,21:00.0,2010
Socorro,-23.6725044,-46.7109241,1,7000,35:00.0,2010
Cursino,-23.6070299,-46.6158201,1,0,42:00.0,2010
Rua Francisco dos Santos,-23.572065,-46.7351568,1,0,30:00.0,2010
São João Climaco,-23.6234787,-46.5911508,1,2000,48:00.0,2010
Pinheiros,-23.5487461,-46.6888136,0,20000,00:00.0,2010
Tucuruvi,-23.4822531,-46.6049639,0,7,44:00.0,2010
São Lucas,-23.5950796,-46.5447025,1,2000,01:00.0,2010
Butantã,-23.58623,-46.7236097,1,5000,40:00.0,2010
República,-23.5466472,-46.6377954,0,500,22:00.0,2010
Tatuape,-23.5371995,-46.5591117,1,400,01:00.0,2010
Butantã,-23.56225048,-46.73694139,0,3.5,27:00.0,2010
Consolação,-23.5560549,-46.6662646,1,20,01:00.0,2010
Itaim Bibi,-23.5952127,-46.6701669,1,6300,30:00.0,2010
Consolação,-23.5507538,-46.6531336,1,2000,01:00.0,2010
São Paulo,-23.6327413,-46.7195391,1,3000,43:00.0,2010
São Paulo,-23.5479342,-46.7544823,1,150,01:00.0,2010
Jaguaré,-23.5318927,-46.7596221,1,1500,30:00.0,2010
Jardim Rizzo,-23.5715432,-46.7340949,1,600,00:00.0,2010
Campo Limpo,-23.6338314,-46.7732427,1,1500,30:00.0,2010
Parque Guarani,-23.5135967,-46.4627634,0,1000,00:00.0,2010
Rio Pequeno,-23.5836465,-46.7514855,1,69,30:00.0,2010
Rio Pequeno,-23.5835192,-46.7512696,1,200,30:00.0,2010
Butanta,-23.5554576,-46.7334329,1,1500,00:00.0,2010
Jabaquara,-23.6505461,-46.646032,0,1000,45:00.0,2010
Vila Guilhermina,-23.531225,-46.5194569,1,400,00:00.0,2010
Vila São Geraldo,-23.5207958,-46.5441157,1,100,00:00.0,2010
Pari,-23.5254365,-46.6238965,1,500,45:00.0,2010
Nossa Senhora do O,-23.5131313,-46.6760373,1,15000,00:00.0,2010
Consolação,-23.5517998,-46.6516368,1,2000,00:00.0,2010
Higienópolis,-23.5453818,-46.6539611,1,500,00:00.0,2010
Sé,-23.5546323,-46.6356656,1,2000,45:00.0,2010
Capão Redondo,-23.67489061,-46.78822623,0,2,40:00.0,2010
Vila Mariana,-23.581638,-46.6257574,1,350,00:00.0,2010
Consolação,-23.5557412,-46.6651655,1,0,00:00.0,2010
Vila Guilherme,-23.5116931,-46.6132518,0,1700,00:00.0,2010
São Paulo,-23.5350342,-46.6366171,0,450,15:00.0,2010
Guaianazes,-23.5501945,-46.4072589,0,600,00:00.0,2010
Vila Romero,-23.4848472,-46.6477844,0,1,00:00.0,2010
Consolação,-23.5527213,-46.6615232,1,4665,00:00.0,2010
Tatuape,-23.530413,-46.5600345,0,4,00:00.0,2010
Avenida Professor Almeida Prado,-23.5583585,-46.7366535,0,2500,15:00.0,2010
Santo Amaro,-23.6436144,-46.6729542,0,1500,15:00.0,2010
Alto de Pinheiros,-23.5563952,-46.7123862,1,3000,30:00.0,2010
São Paulo,-23.5627073,-46.655133,1,50,30:00.0,2010
Conjunto Residencial Butanta,-23.573714,-46.7244371,1,0,00:00.0,2010
Jardim Três Marias,-23.6008698,-46.47044,1,11000,26:00.0,2010
Sacomã,-23.60337335,-46.59989293,1,1.5,15:00.0,2010
Vila Mariana,-23.5846427,-46.6439408,0,2000,00:00.0,2010
Liberdade,-23.5700276,-46.6331303,1,500,00:00.0,2010
Vila Mariana,-23.5813411,-46.638574,0,2000,00:00.0,2010
Vila Formosa,-23.5554425,-46.5518556,0,0,15:00.0,2010
Cambuci,-23.5708801,-46.6337275,0,9999,10:00.0,2010
Sé,-23.5515368,-46.6293899,0,635,40:00.0,2010
Vila Mariana,-23.5851317,-46.6321419,0,35000,16:00.0,2010
Jabaquara,-23.6500785,-46.6477254,1,6,45:00.0,2010
Maranhão,-23.52913193,-46.5613712,1,400,05:00.0,2010
Paraíso,-23.5741571,-46.6444016,0,1500,11:00.0,2010
São Mateus,-23.5985451,-46.4859919,1,7000,20:00.0,2010
Lapa,-23.5181236,-46.7039033,1,400,01:00.0,2010
República,-23.550235,-46.6459768,1,1800,15:00.0,2010
Bela Vista,-23.5587982,-46.6420899,1,1200,43:00.0,2010
Saúde,-23.6288156,-46.6356681,1,1500,09:00.0,2010
Jaguare,-23.548404,-46.746908,1,0,00:00.0,2010
Santa Maria,-23.579743,-46.8171643,1,0,30:00.0,2010
Sítio da Figueira,-23.6044231,-46.551852,0,0,00:00.0,2010
Rua Coronel Xavier de Toledo,-23.5475933,-46.6412717,1,60,00:00.0,2010
Vila Clementino,-23.598988,-46.6429219,1,489,30:00.0,2010
Vila Pompeia,-23.5332179,-46.6869616,0,1500,30:00.0,2010
Jaguare,-23.5404817,-46.7431721,1,5,15:00.0,2010
"Brás",-23.5427745,-46.6140908,0,0,15:00.0,2010
Vila Olimpia,-23.592844,-46.6873605,1,300,00:00.0,2010
Vila Nivi,-23.4807161,-46.5985972,0,30000,00:00.0,2010
Jaguare,-23.5475449,-46.7337738,1,1300,45:00.0,2010
Rua Jacob Medeiros de Miranda,-23.6434982,-46.7672248,1,1000,45:00.0,2010
Centro,-23.5239656,-46.8321566,1,800,30:00.0,2010
Rua General Jardim,-23.5447843,-46.6470102,1,3.5,15:00.0,2010
Barra Funda,-23.5334414,-46.6509519,0,0,00:00.0,2010
Jardim Rizzo,-23.5731085,-46.7331524,0,0,00:00.0,2010
Vila Centenario,-23.5266174,-46.5317363,1,700,45:00.0,2010
Instituto de Previdencia,-23.5770866,-46.7170663,1,0,00:00.0,2010
Ipiranga,-23.5942147,-46.6189061,1,4000,45:00.0,2010
Jardim Umuarama,-23.6429922,-46.7696872,1,1000,45:00.0,2010
Jardim Modelo,-23.4675625,-46.5762009,0,800,30:00.0,2010
Vila Erna,-23.6670238,-46.6600229,1,800,30:00.0,2010
São Paulo,-23.5861433,-46.6547165,0,300,00:00.0,2010
Jardim das Flores,-23.536944,-46.7987587,0,1500,15:00.0,2010
Campos Elíseos,-23.5343349,-46.6435509,1,1000,15:00.0,2010
Água Branca,-23.5256056,-46.6794908,1,0,00:00.0,2010
Vila Moinho Velho,-23.6084191,-46.6034841,1,0,00:00.0,2010
Parque Dom Pedro II,-23.5495626,-46.6291529,0,400,00:00.0,2010
Jardim Arpoador,-23.5975766,-46.7860813,1,4000,00:00.0,2010
São Lucas,-23.5863339,-46.5458256,1,3800,00:00.0,2010
Jardim Etelvina,-23.5285971,-46.4280226,1,1100,15:00.0,2010
Vila Mariana,-23.588383,-46.6278136,1,0,30:00.0,2010
Avenida Brigadeiro Luís Antônio,-23.5699345,-46.6507952,1,5000,00:00.0,2010
Rio Pequeno,-23.5646863,-46.7484055,1,0,00:00.0,2010
Vila Carmosina,-23.5414673,-46.4518544,1,170,00:00.0,2010
Novo Osasco,-23.5764215,-46.7934982,1,3,45:00.0,2010
Parque da Vila Prudente,-23.58612,-46.5769469,1,5000,00:00.0,2010
Vila Mariana,-23.5869014,-46.6335802,0,0,30:00.0,2010
Tatuape,-23.5429494,-46.5664117,1,8000,30:00.0,2010
Butantã,-23.5712844,-46.7308975,1,1800,15:00.0,2010
Perdizes,-23.5290093,-46.6826967,0,1000,30:00.0,2010
Parque Colonial,-23.605925,-46.4734715,1,4000,15:00.0,2010
Vila do Encontro,-23.6535292,-46.6371131,0,1.5,57:00.0,2010
Vila Carbone,-23.4903529,-46.68184061,0,3,15:00.0,2010
Sacomã,-23.6139959,-46.59818452,1,115,00:00.0,2010
Jardim Camargo Novo,-23.5045328,-46.3802872,1,100,06:00.0,2010
Vila Cachoeira,-23.4682874,-46.6051363,1,1500,30:00.0,2010
Tatuapé,-23.5419481,-46.5803723,0,2000,15:00.0,2010
Parque Edu Chaves,-23.4768582,-46.5649577,1,0,00:00.0,2010
Vila Água Funda,-23.6325873,-46.6207953,1,4000,00:00.0,2010
Paraíso,-23.5691349,-46.6495234,1,0,00:00.0,2010
Vila Curuca,-23.646239,-46.5109526,1,6000,30:00.0,2010
Rua Avanhandava,-23.5542791,-46.6500533,1,5000,00:00.0,2010
Siciliano,-23.5300024,-46.7016844,0,90,45:00.0,2010
Vila Monte Alegre,-23.6300596,-46.6433097,0,4000,00:00.0,2010
Pinheiros,-23.5598444,-46.68152478,1,100,00:00.0,2010
Vila Arcadia,-23.5050655,-46.7020062,1,4000,00:00.0,2010
Vila Independencia,-23.5965712,-46.5846947,1,0,00:00.0,2010
Higienópolis,-23.5458211,-46.6578583,0,899,00:00.0,2010
Bela Vista,-23.5561339,-46.6475292,1,0,15:00.0,2010
Vila Firmiano Pinto,-23.60094194,-46.61720876,0,1200,50:00.0,2010
Cambuci,-23.573175,-46.6249875,1,1000,00:00.0,2010
Centro,-23.5354022,-46.6353866,0,0,30:00.0,2010
Parque Capuava,-23.6392531,-46.4958975,0,800,00:00.0,2010
Saúde,-23.62354268,-46.63793419,1,70,00:00.0,2010
Ipiranga,-23.5854976,-46.5990106,1,2000,50:00.0,2010
Santa Ifigênia,-23.5376549,-46.6385252,1,3000,30:00.0,2010
Itaquera,-23.544457,-46.460412,0,0,00:00.0,2010
Bela Vista,-23.5542186,-46.662805,1,3500,00:00.0,2010
Barra Funda,-23.5291592,-46.6588544,0,0,30:00.0,2010
Jardim Clarice,-23.6805725,-46.7715894,1,10000,00:00.0,2010
Jardim Matarazzo,-23.48798028,-46.46993537,1,35000,35:00.0,2010
Vila Granada,-23.5213949,-46.5106424,1,0,00:00.0,2010
Jardim Matarazzo,-23.48799258,-46.46990016,1,40000,36:00.0,2010
Centro,-23.5354022,-46.6353866,1,650,45:00.0,2010
Jardim Cidalia,-23.6591302,-46.6685223,0,20000,00:00.0,2010
Vila Olimpia,-23.5968202,-46.6848684,1,14000,15:00.0,2010
Veloso,-23.5658626,-46.8055315,1,4,00:00.0,2010
Granja Julieta,-23.6357412,-46.7025961,1,800,00:00.0,2010
"Brás",-23.5430986,-46.6182829,1,50,30:00.0,2010
Bela Vista,-23.57236945,-46.64273932,1,2,00:00.0,2010
Butantã,-23.5714676,-46.708662,0,700,00:00.0,2010
Jardim Helena,-23.4778383,-46.4262702,1,0,30:00.0,2010
São Paulo,-23.543389,-46.6420608,1,899,15:00.0,2010
Jaguare,-23.5525431,-46.7415696,0,900,00:00.0,2010
Parque Ibirapuera,-23.5869807,-46.6524899,1,2600,30:00.0,2010
Vila Pereira Barreto,-23.4891274,-46.7226699,0,0,00:00.0,2010
Jardim Petropolis,-23.6289989,-46.6856934,0,300,00:00.0,2010
Cantinho do Céu,-23.7459116,-46.656077,1,0,15:00.0,2010
Jardim Sao Sebastiao,-23.5160869,-46.4680056,1,40,00:00.0,2010
Cidade Dutra,-23.717311,-46.707344,0,0,36:00.0,2010
São Rafael,-23.63300181,-46.46803536,1,20,07:00.0,2010
Perdizes,-23.5278328,-46.6806264,1,1500,30:00.0,2010
Ipiranga,-23.5921709,-46.5987517,1,1800,45:00.0,2010
Vila Hamburguesa,-23.534962,-46.7306354,1,300,00:00.0,2010
Jardim Angela,-23.69995466,-46.7603435,0,500,30:00.0,2010
Paraíso,-23.5833928,-46.6543544,0,600,15:00.0,2010
Guaianazes,-23.54171,-46.4162097,1,0,00:00.0,2010
Cursino,-23.6560717,-46.6125482,1,3,45:00.0,2010
"Brás",-23.53740658,-46.61900885,1,150,15:00.0,2010
Santana,-23.502089,-46.6171698,0,0,00:00.0,2010
Jardim Celeste,-23.6555166,-46.6128487,1,0,00:00.0,2010
Vila Hamburguesa,-23.534962,-46.7306354,1,500,00:00.0,2010
Chacara Santa Maria,-23.6899081,-46.7983987,1,3000,30:00.0,2010
Vila Sonia,-23.5868015,-46.7509875,1,900,45:00.0,2010
Bela Vista,-23.56279523,-46.64532871,1,0,40:00.0,2010
